Type,ID,last_checked,last_modified,last_vectorised,name,unique_name,unique_name,unique_name
artist,heizer_michael,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,michael heizer,michael heizer,michael heizer,michael heizer
artist,salomon_charlotte,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,charlotte salomon,charlotte salomon,charlotte salomon,charlotte salomon
artist,dix_otto,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,otto dix,otto dix,otto dix,otto dix
movement,rayonism,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,rayonism,rayonism,rayonism,rayonism
movement,rococo,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,rococo,rococo,rococo,rococo
artist,stella_frank,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,frank stella,,,
artist,munch_edvard,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,edvard munch,edvard munch,edvard munch,edvard munch
critic,greenberg_clement,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,clement greenberg,clement greenberg,clement greenberg,clement greenberg
artist,varo_remedios,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,remedios varo,remedios varo,remedios varo,remedios varo
artist,redon_odilon,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,odilon redon,odilon redon,odilon redon,odilon redon
artist,ensor_james,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,james ensor,ensor,ensor,ensor
artist,stella_joseph,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,joseph stella,,,
artist,inness_george,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,george inness,inness,inness,inness
artist,hartigan_grace,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,grace hartigan,grace hartigan,grace hartigan,grace hartigan
movement,school_of_london,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,school of london,london,london,london
artist,donatello,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,donatello,donatello,donatello,donatello
artist,trumbull_john,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,john trumbull,trumbull,trumbull,trumbull
artist,muybridge_eadweard,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,eadweard muybridge,eadweard muybridge,eadweard muybridge,eadweard muybridge
artist,graham_john,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,john graham,,,
artist,on_kawara,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,on kawara,on kawara,on kawara,on kawara
artist,monet_claude,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,claude monet,monet,monet,monet
artist,klein_yves,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,yves klein,klein,klein,klein
artist,makart_hans,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,hans makart,makart,makart,makart
movement,internet_art,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,internet art,internet,internet,internet
artist,smith_tony,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,tony smith,tony,tony,tony
artist,peyton_elizabeth,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,elizabeth peyton,peyton,peyton,peyton
artist,bellini_giovanni,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,giovanni bellini,giovanni bellini,giovanni bellini,giovanni bellini
artist,braque_georges,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,georges braque,braque,braque,braque
artist,rothko_mark,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,mark rothko,rothko,rothko,rothko
artist,colquhoun_ithell,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,ithell colquhoun,ithell colquhoun,ithell colquhoun,ithell colquhoun
artist,davis_stuart,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,stuart davis,davis,davis,davis
artist,lippi_fra_filippo,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,fra filippo lippi,lippi,lippi,lippi
artist,titian,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,titian,titian,titian,titian
artist,calle_sophie,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,sophie calle,calle,calle,calle
artist,johnson_philip,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,philip johnson,,,
artist,toulouse_lautrec_henri,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,henri de toulouse-lautrec,toulouse-lautrec,toulouse-lautrec,toulouse-lautrec
artist,carra_carlo,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,carlo carrà,carlo carra,carlo carra,carlo carra
artist,klee_paul,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,paul klee,klee,klee,klee
artist,xu_bing,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,xu bing,xu bing,xu bing,xu bing
artist,rivers_larry,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,larry rivers,rivers,rivers,rivers
artist,itten_johannes,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,johannes itten,itten,itten,itten
artist,de_maria_walter,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,walter de maria,,,
artist,brooks_romaine,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,romaine brooks,romaine brooks,romaine brooks,romaine brooks
artist,fini_leonor,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,leonor fini,leonor fini,leonor fini,leonor fini
movement,cubism,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,cubism,,,
artist,delacroix_eugene,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,eugène delacroix,delacroix,delacroix,delacroix
artist,rockwell_norman,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,norman rockwell,,,
artist,viola_bill,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,bill viola,viola,viola,viola
artist,de_zayas_marius,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,marius de zayas,marius zayas,marius zayas,marius zayas
artist,maar_dora,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,dora maar,maar,maar,maar
artist,mondrian_piet,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,piet mondrian,piet mondrian,piet mondrian,piet mondrian
artist,liu_dan,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,liu dan,liu,liu,liu
artist,durer_albrecht,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,albrecht dürer,albrecht durer,albrecht durer,albrecht durer
artist,niemeyer_oscar,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,oscar niemeyer,niemeyer,niemeyer,niemeyer
artist,bernard_emile,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,émile henri bernard,emile bernard,emile bernard,emile bernard
artist,vlaminck_maurice_de,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,maurice de vlaminck,vlaminck,vlaminck,vlaminck
artist,mapplethorpe_robert,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,robert mapplethorpe,mapplethorpe,mapplethorpe,mapplethorpe
artist,seurat_georges,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,georges seurat,seurat,seurat,seurat
artist,brandt_bill,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,bill brandt,brandt,brandt,brandt
movement,vienna_secession,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,the vienna secession,vienna secession,vienna secession,vienna secession
artist,van_dyck_anthony,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,anthony van dyck,dyck,dyck,dyck
artist,reinhardt_ad,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,ad reinhardt,ad reinhardt,ad reinhardt,ad reinhardt
artist,church_frederic_edwin,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,frederic edwin church,edwin church,edwin church,edwin church
artist,hofmann_hans,08 March 2024 16:13,08 March 2024 16:13,08 March 2024 16:13,hans hofmann,hofmann,hofmann,hofmann
artist,manet_edouard,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,édouard manet,manet,manet,manet
artist,clark_lygia,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,lygia clark,lygia,lygia,lygia
artist,picasso_pablo,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,pablo picasso,pablo picasso,pablo picasso,pablo picasso
definition,analytic_cubism,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,analytic cubism,analytic,analytic,analytic
artist,goings_ralph,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,ralph goings,ralph goings,ralph goings,ralph goings
artist,lorrain_claude,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,claude lorrain,lorrain,lorrain,lorrain
artist,schmidt_rottluff_karl,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,karl schmidt-rottluff,karl schmidt-rottluff,karl schmidt-rottluff,karl schmidt-rottluff
artist,strand_paul,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,paul strand,strand,strand,strand
artist,tuttle_richard,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,richard tuttle,tuttle,tuttle,tuttle
artist,opie_julian,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,julian opie,,,
artist,glackens_william,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,william glackens,glackens,glackens,glackens
artist,tanguy_yves,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,yves tanguy,tanguy,tanguy,tanguy
artist,horst_horst_p,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,horst p. horst,horst p. horst,horst p. horst,horst p. horst
artist,baselitz_georg,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,georg baselitz,georg baselitz,georg baselitz,georg baselitz
artist,gainsborough_thomas,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,thomas gainsborough,gainsborough,gainsborough,gainsborough
artist,stieglitz_alfred,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,alfred stieglitz,stieglitz,stieglitz,stieglitz
influencer,dali_gala,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,gala dalí,gala,gala,gala
artist,clark_edward,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,edward clark,,,
artist,delaunay_robert,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,robert delaunay,,,
artist,koudelka_josef,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,josef koudelka,koudelka,koudelka,koudelka
artist,avedon_richard,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,richard avedon,avedon,avedon,avedon
artist,boltanski_christian,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,christian boltanski,boltanski,boltanski,boltanski
artist,calatrava_santiago,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,santiago calatrava,santiago calatrava,santiago calatrava,santiago calatrava
movement,international_style,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,the international style,style,style,style
artist,pussy_riot,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,pussy riot,pussy riot,pussy riot,pussy riot
artist,velazquez_diego,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,diego velázquez,velazquez,velazquez,velazquez
influencer,wilde_oscar,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,oscar wilde,wilde,wilde,wilde
artist,lacy_suzanne,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,suzanne lacy,lacy,lacy,lacy
artist,duchamp_marcel,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,marcel duchamp,duchamp,duchamp,duchamp
artist,haring_keith,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,keith haring,keith haring,keith haring,keith haring
movement,neoclassicism,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,neoclassicism,neoclassicism,neoclassicism,neoclassicism
artist,levitan_isaac,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,isaac levitan,isaac levitan,isaac levitan,isaac levitan
movement,orphism,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,orphism,orphism,orphism,orphism
artist,corot_jean_baptiste_camille,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,jean-baptiste-camille corot,jean-baptiste-camille corot,jean-baptiste-camille corot,jean-baptiste-camille corot
artist,stuart_gilbert,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,gilbert stuart,,,
artist,walker_kara,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,kara walker,kara,kara,kara
artist,malevich_kasimir,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,kazimir malevich,kazimir malevich,kazimir malevich,kazimir malevich
artist,dine_jim,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,jim dine,jim dine,jim dine,jim dine
artist,weiner_lawrence,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,lawrence weiner,weiner,weiner,weiner
movement,ashcan_school,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,ashcan school,ashcan,ashcan,ashcan
influencer,aragon_louis,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,louis aragon,aragon,aragon,aragon
artist,bonnard_pierre,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,pierre bonnard,bonnard,bonnard,bonnard
artist,agar_eileen,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,eileen agar,eileen agar,eileen agar,eileen agar
artist,greuze_jean_baptiste,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,jean-baptiste greuze,jean-baptiste greuze,jean-baptiste greuze,jean-baptiste greuze
movement,abstract_expressionism,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,abstract expressionism,,,
artist,lewis_norman,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,norman lewis,,,
artist,mehretu_julie,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,julie mehretu,julie mehretu,julie mehretu,julie mehretu
definition,flaneur,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,the flâneur,flaneur,flaneur,flaneur
movement,young_british_artists,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,young british artists,young,young,young
artist,kollwitz_kathe,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,käthe kollwitz,kathe kollwitz,kathe kollwitz,kathe kollwitz
movement,social_practice_art,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,social practice art,practice,practice,practice
artist,goldsworthy_andy,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,andy goldsworthy,goldsworthy,goldsworthy,goldsworthy
influencer,ruskin_john,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,john ruskin,ruskin,ruskin,ruskin
artist,raphael,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,raphael,,,
artist,hodgkin_howard,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,howard hodgkin,howard hodgkin,howard hodgkin,howard hodgkin
definition,the_sublime_in_art,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,the sublime in art,sublime,sublime,sublime
movement,japonism,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,japonism,japonism,japonism,japonism
artist,capa_robert,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,robert capa,capa,capa,capa
artist,mitchell_joan,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,joan mitchell,mitchell,mitchell,mitchell
artist,halley_peter,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,peter halley,halley,halley,halley
artist,hals_frans,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,frans hals,frans hals,frans hals,frans hals
movement,classical_greek_and_roman_art,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,classical greek and roman art and architecture,classical greek roman,classical greek roman,classical greek roman
artist,bellmer_hans,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,hans bellmer,bellmer,bellmer,bellmer
artist,kosuth_joseph,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,joseph kosuth,kosuth,kosuth,kosuth
artist,piper_adrian,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,adrian piper,adrian piper,adrian piper,adrian piper
artist,nauman_bruce,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,bruce nauman,nauman,nauman,nauman
artist,saarinen_eero,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,eero saarinen,eero saarinen,eero saarinen,eero saarinen
artist,fine_perle,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,perle fine,perle fine,perle fine,perle fine
movement,aegean_art,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,"aegean art: cycladic, minoan, and mycenaean","aegean art: cycladic, minoan, mycenaean","aegean art: cycladic, minoan, mycenaean","aegean art: cycladic, minoan, mycenaean"
artist,simpson_lorna,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,lorna simpson,lorna simpson,lorna simpson,lorna simpson
artist,marc_franz,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,franz marc,,,
artist,brunelleschi_filippo,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,filippo brunelleschi,brunelleschi,brunelleschi,brunelleschi
artist,ruysch_rachel,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,rachel ruysch,ruysch,ruysch,ruysch
artist,abbott_berenice,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,berenice abbott,berenice,berenice,berenice
artist,archipenko_alexander,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,alexander archipenko,archipenko,archipenko,archipenko
artist,marca_relli_conrad,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,conrad marca-relli,conrad marca-relli,conrad marca-relli,conrad marca-relli
artist,ghiberti_lorenzo,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,lorenzo ghiberti,ghiberti,ghiberti,ghiberti
artist,smith_jaune_quick_to_see,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,jaune quick-to-see smith,jaune quick-to-see,jaune quick-to-see,jaune quick-to-see
movement,street_art,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,street and graffiti art,graffiti,graffiti,graffiti
definition,synesthesia,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,synesthesia,synesthesia,synesthesia,synesthesia
artist,broodthaers_marcel,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,marcel broodthaers,broodthaers,broodthaers,broodthaers
artist,maillol_aristide,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,aristide maillol,aristide maillol,aristide maillol,aristide maillol
artist,banksy,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,banksy,banksy,banksy,banksy
artist,riis_jacob,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,jacob riis,riis,riis,riis
definition,federal_art_project_of_the_works_progress_administration,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,federal art project of works progress admin,federal project works progress admin,federal project works progress admin,federal project works progress admin
artist,bell_larry,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,larry bell,,,
artist,cai_guo_qiang,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,cai guo-qiang,cai guo-qiang,cai guo-qiang,cai guo-qiang
artist,derain_andre,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,andré derain,derain,derain,derain
artist,gentileschi_artemisia,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,artemisia gentileschi,artemisia gentileschi,artemisia gentileschi,artemisia gentileschi
artist,bastien_lepage_jules,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,jules bastien-lepage,bastien-lepage,bastien-lepage,bastien-lepage
artist,benglis_lynda,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,lynda benglis,lynda benglis,lynda benglis,lynda benglis
artist,flavin_dan,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,dan flavin,flavin,flavin,flavin
artist,leibovitz_annie,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,annie leibovitz,annie leibovitz,annie leibovitz,annie leibovitz
artist,rosenquist_james,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,james rosenquist,rosenquist,rosenquist,rosenquist
artist,dufy_raoul,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,raoul dufy,dufy,dufy,dufy
artist,felguerez_manuel,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,manuel felguérez,manuel felguerez,manuel felguerez,manuel felguerez
artist,wiley_kehinde,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,kehinde wiley,kehinde wiley,kehinde wiley,kehinde wiley
artist,nicholson_ben,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,ben nicholson,nicholson,nicholson,nicholson
artist,hirst_damien,08 March 2024 16:14,08 March 2024 16:14,08 March 2024 16:14,damien hirst,damien hirst,damien hirst,damien hirst
artist,baldessari_john,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,john baldessari,baldessari,baldessari,baldessari
artist,sloan_john,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,john sloan,sloan,sloan,sloan
movement,degenerate_art,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,degenerate art,degenerate,degenerate,degenerate
movement,jugendstil,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,jugendstil,jugendstil,jugendstil,jugendstil
artist,model_lisette,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,lisette model,lisette model,lisette model,lisette model
artist,rebay_hilla,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,hilla rebay,rebay,rebay,rebay
artist,fischer_urs,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,urs fischer,urs fischer,urs fischer,urs fischer
artist,moore_henry,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,henry moore,moore,moore,moore
movement,deconstructivism,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,deconstructivism and architecture,deconstructivism,deconstructivism,deconstructivism
artist,hunt_william_holman,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,william holman hunt,holman,holman,holman
artist,kandinsky_wassily,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,wassily kandinsky,wassily kandinsky,wassily kandinsky,wassily kandinsky
movement,earth_art,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,earth art,earth,earth,earth
artist,lewis_wyndham,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,wyndham lewis,wyndham,wyndham,wyndham
artist,lowry_ls,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,l. s. lowry,l. lowry,l. lowry,l. lowry
artist,smithson_robert,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,robert smithson,smithson,smithson,smithson
artist,avery_milton,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,milton avery,milton avery,milton avery,milton avery
artist,carr_emily,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,emily carr,carr,carr,carr
artist,ryman_robert,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,robert ryman,ryman,ryman,ryman
artist,pane_gina,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,gina pane,gina pane,gina pane,gina pane
movement,dada,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,dada,,,
movement,art_brut_and_outsider_art,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,art brut and outsider art,brut outsider,brut outsider,brut outsider
artist,marin_john,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,john marin,marin,marin,marin
artist,lam_wifredo,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,wifredo lam,wifredo lam,wifredo lam,wifredo lam
artist,wood_christopher,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,christopher wood,,,
movement,light_and_space,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,light and space,light space,light space,light space
artist,boucher_francois,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,françois boucher,francois boucher,francois boucher,francois boucher
artist,schlemmer_oskar,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,oskar schlemmer,schlemmer,schlemmer,schlemmer
influencer,baudelaire_charles,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,charles baudelaire,baudelaire,baudelaire,baudelaire
artist,ernst_max,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,max ernst,,,
movement,brutalism,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,brutalist architecture,brutalist,brutalist,brutalist
artist,gursky_andreas,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,andreas gursky,andreas gursky,andreas gursky,andreas gursky
artist,weber_max,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,max weber,weber,weber,weber
artist,freilicher_jane,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,jane freilicher,jane freilicher,jane freilicher,jane freilicher
artist,rossetti_dante_gabriel,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,dante gabriel rossetti,dante rossetti,dante rossetti,dante rossetti
definition,direct_carving,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,direct carving,direct carving,direct carving,direct carving
artist,gleyre_charles,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,charles gleyre,gleyre,gleyre,gleyre
artist,orozco_jose_clemente,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,josé clemente orozco,jose,jose,jose
artist,utrillo_maurice,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,maurice utrillo,utrillo,utrillo,utrillo
artist,meyerowitz_joel,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,joel meyerowitz,joel meyerowitz,joel meyerowitz,joel meyerowitz
artist,rahon_alice,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,alice rahon,rahon,rahon,rahon
artist,kienholz_edward,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,edward kienholz,kienholz,kienholz,kienholz
artist,morisot_berthe,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,berthe morisot,berthe morisot,berthe morisot,berthe morisot
movement,art_informel,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,art informel,informel,informel,informel
movement,suprematism,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,suprematism,suprematism,suprematism,suprematism
movement,abstract_expressionism_second_generation,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,abstract expressionism: second generation,expressionism: second,expressionism: second,expressionism: second
artist,friedrich_caspar_david,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,caspar david friedrich,caspar friedrich,caspar friedrich,caspar friedrich
artist,long_richard,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,richard long,long,long,long
artist,hanson_duane,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,duane hanson,duane hanson,duane hanson,duane hanson
artist,murakami_takashi,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,takashi murakami,takashi murakami,takashi murakami,takashi murakami
